ts_utc,k,c,n,p,server_ts
2026-08-30T21:28:05Z,2548,937,14202,0,1788125112
2026-08-30T21:33:05Z,2548,935,14196,0,1788125413
2026-08-30T21:38:05Z,2548,934,14187,0,1788125709
2026-08-30T21:43:05Z,2547,934,14187,0,1788126009
2026-08-30T21:48:05Z,2546,932,14187,0,1788126309
2026-08-30T21:53:05Z,2545,933,14187,0,1788126611
2026-08-30T21:58:05Z,2545,932,14187,0,1788126908
2026-08-30T22:03:05Z,2546,932,14187,0,1788127211
2026-08-30T22:08:05Z,2543,933,14215,0,1788127510
2026-08-30T22:13:05Z,2543,933,14215,0,1788127832
2026-08-30T22:18:05Z,2543,933,14207,0,1788128111
2026-08-30T22:23:05Z,2543,932,14193,0,1788128414
2026-08-30T22:28:05Z,2543,932,14193,0,1788128711
2026-08-30T22:33:05Z,2543,932,14193,0,1788129012
2026-08-30T22:38:05Z,2542,932,14193,0,1788129310
2026-08-30T22:43:05Z,2541,932,14193,0,1788129610
2026-08-30T22:48:05Z,2542,931,14193,0,1788129913
2026-08-30T22:53:05Z,2540,931,14193,0,1788130208
2026-08-30T22:58:05Z,2540,930,14193,0,1788130512
2026-08-30T23:03:05Z,2540,930,14193,0,1788130813
2026-08-30T23:08:05Z,2540,930,14193,0,1788131110
2026-08-30T23:13:05Z,2540,930,14181,0,1788131411
2026-08-30T23:18:05Z,2540,930,14158,0,1788131714
2026-08-30T23:23:05Z,2539,931,14161,0,1788132009
2026-08-30T23:28:05Z,2539,930,14158,0,1788132311
2026-08-30T23:33:05Z,2539,930,14158,0,1788132613
2026-08-30T23:38:05Z,2539,930,14122,0,1788132911
2026-08-30T23:43:05Z,2539,930,14157,0,1788133212
2026-08-30T23:48:05Z,2539,930,14157,0,1788133509
2026-08-30T23:53:05Z,2538,930,14157,0,1788133811
2026-08-30T23:58:05Z,2538,930,14157,0,1788134112
2026-08-31T00:03:05Z,2538,935,14162,0,1788134413
2026-08-31T00:08:05Z,2527,916,13853,0,1788134711
2026-08-31T00:13:05Z,2527,918,16096,0,1788135011
2026-08-31T00:18:05Z,2527,924,15624,0,1788135312
2026-08-31T00:23:05Z,2528,921,16672,0,1788135612
2026-08-31T00:28:05Z,2528,922,15618,0,1788135912
2026-08-31T00:33:05Z,2528,922,15618,0,1788136211
2026-08-31T00:38:05Z,2528,918,15618,0,1788136512
2026-08-31T00:43:05Z,2528,917,15618,0,1788136811
2026-08-31T00:48:05Z,2528,917,14440,0,1788137112
2026-08-31T00:53:05Z,2527,918,14266,0,1788137410
2026-08-31T00:58:05Z,2527,918,14261,0,1788137712
2026-08-31T01:03:05Z,2527,918,13843,0,1788138012
2026-08-31T01:08:05Z,2527,921,13861,0,1788138314
2026-08-31T01:13:05Z,2527,917,13853,0,1788138610
2026-08-31T01:18:05Z,2527,916,13835,0,1788138912
2026-08-31T01:23:05Z,2527,914,13834,0,1788139211
2026-08-31T01:28:05Z,2527,912,13834,0,1788139510
2026-08-31T01:33:05Z,2527,912,13827,0,1788139813
2026-08-31T01:38:05Z,2527,911,13827,0,1788140109
2026-08-31T01:43:05Z,2527,910,13827,0,1788140408
2026-08-31T01:48:05Z,2527,910,13827,0,1788140712
2026-08-31T01:53:05Z,2529,910,13827,0,1788141011
2026-08-31T01:58:05Z,2529,910,13827,0,1788141311
2026-08-31T02:03:05Z,2529,910,13827,0,1788141610
2026-08-31T02:08:05Z,2528,910,13857,0,1788141909
2026-08-31T02:13:05Z,2528,910,13857,0,1788142209
2026-08-31T02:18:05Z,2528,910,13857,0,1788142508
2026-08-31T02:23:05Z,2528,910,13857,0,1788142811
2026-08-31T02:28:05Z,2528,910,13857,0,1788143111
2026-08-31T02:33:05Z,2528,910,13857,0,1788143411
2026-08-31T02:38:05Z,2529,910,13857,0,1788143709
2026-08-31T02:43:05Z,2529,910,13809,0,1788144011
2026-08-31T02:48:05Z,2529,910,13809,0,1788144311
2026-08-31T02:53:05Z,2529,910,13809,0,1788144611
2026-08-31T02:58:05Z,2529,910,13809,0,1788144907
2026-08-31T03:08:04Z,2528,911,13811,0,1788145511
2026-08-31T03:13:04Z,2527,912,13809,0,1788145808
2026-08-31T03:18:04Z,2527,912,13809,0,1788146112
2026-08-31T03:23:04Z,2526,911,13809,0,1788146412
2026-08-31T03:28:04Z,2530,910,13809,0,1788146711
2026-08-31T03:33:04Z,2531,910,13806,0,1788147010
2026-08-31T03:38:04Z,2530,910,13804,0,1788147312
2026-08-31T03:43:04Z,2530,909,13804,0,1788147610
2026-08-31T03:48:04Z,2530,905,13804,0,1788147911
2026-08-31T03:53:04Z,2530,904,13804,0,1788148210
2026-08-31T03:58:04Z,2533,904,13749,0,1788148512
2026-08-31T04:03:04Z,2528,906,13776,0,1788148811
2026-08-31T04:08:04Z,2530,906,13721,0,1788149109
2026-08-31T04:13:04Z,2532,907,13771,0,1788149410
2026-08-31T04:18:04Z,2534,906,13703,0,1788149709
2026-08-31T04:23:04Z,2536,905,13703,0,1788150014
2026-08-31T04:28:04Z,2532,906,13720,0,1788150311
2026-08-31T04:33:04Z,2533,906,13720,0,1788150612
2026-08-31T04:38:04Z,2533,908,13724,0,1788150911
2026-08-31T04:43:04Z,2536,908,13724,0,1788151212
2026-08-31T04:48:04Z,2539,907,13724,0,1788151508
2026-08-31T04:53:04Z,2536,909,13732,0,1788151811
2026-08-31T04:58:04Z,2540,909,13732,0,1788152112
2026-08-31T05:03:04Z,2541,909,13728,0,1788152414
2026-08-31T05:08:04Z,2544,912,13737,0,1788152709
2026-08-31T05:13:04Z,2545,910,13753,0,1788153009
2026-08-31T05:18:04Z,2543,913,13878,44,1788153311
2026-08-31T05:23:04Z,2548,914,14154,44,1788153612
2026-08-31T05:28:04Z,2554,913,14154,44,1788153910
2026-08-31T05:33:04Z,2560,916,14167,44,1788154209
2026-08-31T05:38:04Z,2566,918,14175,44,1788154511
2026-08-31T05:43:04Z,2573,918,14176,44,1788154812
2026-08-31T05:48:04Z,2579,921,14242,44,1788155110
2026-08-31T05:53:04Z,2582,922,14234,44,1788155413
2026-08-31T05:58:04Z,2586,919,14227,44,1788155711
2026-08-31T06:03:04Z,2584,919,14240,44,1788156011
2026-08-31T06:08:04Z,2582,917,13962,44,1788156312
2026-08-31T06:13:04Z,2583,921,13934,44,1788156614
2026-08-31T06:18:04Z,2580,924,14300,44,1788156912
2026-08-31T06:23:04Z,2583,933,14443,44,1788157213
2026-08-31T06:28:04Z,2569,936,14461,44,1788157511
2026-08-31T06:33:04Z,2570,932,14430,44,1788157813
2026-08-31T06:38:05Z,2570,928,14420,44,1788158112
2026-08-31T06:43:04Z,2574,921,14220,44,1788158411
2026-08-31T06:48:04Z,2570,926,14306,44,1788158713
2026-08-31T06:53:05Z,2566,922,14377,44,1788159012
2026-08-31T06:58:05Z,2564,922,14295,44,1788159312
2026-08-31T07:03:05Z,2571,926,14455,44,1788159617
2026-08-31T07:08:05Z,2562,927,14678,44,1788159909
2026-08-31T07:13:05Z,2553,926,14697,44,1788160214
2026-08-31T07:18:05Z,2560,926,14686,44,1788160514
2026-08-31T07:23:05Z,2555,929,14730,44,1788160813
2026-08-31T07:28:05Z,2550,920,14725,44,1788161112
2026-08-31T07:33:05Z,2549,919,14697,44,1788161409
2026-08-31T07:38:05Z,2556,917,14778,44,1788161712
2026-08-31T07:43:05Z,2559,920,14824,44,1788162014
2026-08-31T07:48:05Z,2566,920,14856,44,1788162310
2026-08-31T07:53:05Z,2571,922,14890,44,1788162613
2026-08-31T07:58:05Z,2565,921,15344,44,1788162909
2026-08-31T08:03:05Z,2565,918,15257,44,1788163215
2026-08-31T08:08:05Z,2562,917,15319,44,1788163509
2026-08-31T08:13:05Z,2560,914,15281,44,1788163812
2026-08-31T08:18:05Z,2556,913,15248,44,1788164111
2026-08-31T08:23:05Z,2548,919,15252,44,1788164413
2026-08-31T08:28:05Z,2540,921,15271,0,1788164710
2026-08-31T08:33:05Z,2531,918,15271,0,1788165009
2026-08-31T08:38:05Z,2530,912,15240,0,1788165310
2026-08-31T08:43:05Z,2521,919,15208,0,1788165611
2026-08-31T08:48:05Z,2519,922,15250,0,1788165912
2026-08-31T08:53:05Z,2525,917,15226,0,1788166211
2026-08-31T08:58:05Z,2521,918,15245,0,1788166513
2026-08-31T09:03:05Z,2518,915,15260,0,1788166813
2026-08-31T09:08:05Z,2520,914,15194,0,1788167110
2026-08-31T09:13:05Z,2519,917,15153,0,1788167413
2026-08-31T09:18:05Z,2514,914,15121,0,1788167712
2026-08-31T09:23:05Z,2507,914,14924,0,1788168010
2026-08-31T09:28:05Z,2513,910,14902,0,1788168313
2026-08-31T09:33:05Z,2509,912,14933,0,1788168612
2026-08-31T09:38:05Z,2510,912,14890,0,1788168910
2026-08-31T09:43:05Z,2510,913,14874,0,1788169212
2026-08-31T09:48:05Z,2513,907,14814,0,1788169508
2026-08-31T09:53:05Z,2513,910,14600,0,1788169811
2026-08-31T09:58:05Z,2511,904,14502,0,1788170111
2026-08-31T10:03:05Z,2514,900,14543,0,1788170413
2026-08-31T10:08:05Z,2505,905,14566,0,1788170712
2026-08-31T10:13:05Z,2506,905,14575,0,1788171011
2026-08-31T10:18:05Z,2502,908,15337,0,1788171311
2026-08-31T10:23:05Z,2501,901,15337,0,1788171602
2026-08-31T10:28:05Z,2502,900,14998,0,1788171910
2026-08-31T10:33:05Z,2506,899,14503,0,1788172211
2026-08-31T10:38:05Z,2504,897,14449,0,1788172509
2026-08-31T10:43:05Z,2504,901,14532,0,1788172812
2026-08-31T10:48:05Z,2503,898,14546,0,1788173112
2026-08-31T10:53:05Z,2503,894,14554,0,1788173412
2026-08-31T10:58:05Z,2504,895,13849,0,1788173710
2026-08-31T11:03:05Z,2502,899,13883,0,1788174012
2026-08-31T11:08:05Z,2505,890,13947,0,1788174312
2026-08-31T11:13:05Z,2499,890,13794,0,1788174609
2026-08-31T11:18:05Z,2504,889,13296,0,1788174911
2026-08-31T11:23:05Z,2516,886,13292,0,1788175211
2026-08-31T11:28:05Z,2517,878,13274,0,1788175510
2026-08-31T11:33:05Z,2515,882,13172,0,1788175813
2026-08-31T11:38:05Z,2517,880,13184,0,1788176111
2026-08-31T11:43:05Z,2513,876,13170,0,1788176410
2026-08-31T11:48:05Z,2512,879,13190,0,1788176710
2026-08-31T11:53:05Z,2506,876,13149,0,1788177013
2026-08-31T11:58:05Z,2506,879,13184,0,1788177308
2026-08-31T12:03:05Z,2501,874,13170,0,1788177612
2026-08-31T12:08:05Z,2503,872,13260,0,1788177910
2026-08-31T12:13:05Z,2501,873,13244,0,1788178211
2026-08-31T12:18:05Z,2502,873,13174,0,1788178508
2026-08-31T12:23:05Z,2497,877,13201,0,1788178810
2026-08-31T12:28:05Z,2494,874,13103,0,1788179113
2026-08-31T12:33:05Z,2498,872,13054,0,1788179412
2026-08-31T12:38:05Z,2497,867,12967,0,1788179711
2026-08-31T12:43:05Z,2498,863,12968,0,1788180012
2026-08-31T12:48:05Z,2500,855,12938,0,1788180311
2026-08-31T12:53:05Z,2501,850,12903,0,1788180612
2026-08-31T12:58:05Z,2497,846,12914,0,1788180912
2026-08-31T13:03:05Z,2497,844,12681,0,1788181213
2026-08-31T13:08:05Z,2494,843,12848,0,1788181509
2026-08-31T13:13:05Z,2488,843,12848,0,1788181813
2026-08-31T13:18:05Z,2480,837,12834,0,1788182110
2026-08-31T13:23:05Z,2468,831,12817,0,1788182411
2026-08-31T13:28:05Z,2453,829,12841,0,1788182710
2026-08-31T13:33:05Z,2447,828,12745,0,1788183013
2026-08-31T13:38:05Z,2438,833,12673,0,1788183312
2026-08-31T13:43:05Z,2434,833,12605,0,1788183610
2026-08-31T13:48:05Z,2428,830,12525,0,1788183910
2026-08-31T13:53:05Z,2422,824,12516,0,1788184209
2026-08-31T13:58:05Z,2417,824,12485,0,1788184508
2026-08-31T14:03:04Z,2402,829,12464,0,1788184811
2026-08-31T14:08:04Z,2385,830,12386,0,1788185110
2026-08-31T14:13:04Z,2372,827,12288,0,1788185410
2026-08-31T14:18:04Z,2364,826,12259,0,1788185710
2026-08-31T14:23:04Z,2351,822,12205,0,1788186009
2026-08-31T14:28:04Z,2345,812,12197,0,1788186309
2026-08-31T14:33:04Z,2344,810,11971,0,1788186612
2026-08-31T14:38:04Z,2338,806,12125,0,1788186911
2026-08-31T14:43:04Z,2332,808,11863,0,1788187210
2026-08-31T14:48:04Z,2328,806,11987,0,1788187509
2026-08-31T14:53:04Z,2321,801,11816,0,1788187809
2026-08-31T14:58:04Z,2318,797,11607,0,1788188110
2026-08-31T15:03:04Z,2316,796,11621,0,1788188411
2026-08-31T15:08:04Z,2313,795,11368,0,1788188710
2026-08-31T15:13:04Z,2302,797,11263,0,1788189008
2026-08-31T15:18:04Z,2297,793,11173,0,1788189308
2026-08-31T15:23:04Z,2288,790,11137,0,1788189609
2026-08-31T15:28:04Z,2293,780,11120,0,1788189908
2026-08-31T15:33:04Z,2286,777,11001,0,1788190211
2026-08-31T15:38:04Z,2282,781,10994,0,1788190509
2026-08-31T15:43:04Z,2279,781,10987,0,1788190811
2026-08-31T15:48:04Z,2270,778,10879,0,1788191109
2026-08-31T15:53:04Z,2273,773,10870,0,1788191408
2026-08-31T15:58:04Z,2271,766,10862,0,1788191708
2026-08-31T16:03:04Z,2271,763,10873,0,1788192010
2026-08-31T16:08:04Z,2268,759,10887,0,1788192310
2026-08-31T16:13:04Z,2266,762,10866,0,1788192610
2026-08-31T16:18:04Z,2266,761,10867,0,1788192907
2026-08-31T16:23:04Z,2267,762,10817,0,1788193210
2026-08-31T16:28:04Z,2267,764,10837,0,1788193508
2026-08-31T16:33:04Z,2272,763,10815,0,1788193809
2026-08-31T16:38:04Z,2266,759,10843,0,1788194110
2026-08-31T16:43:05Z,2263,759,10838,0,1788194409
2026-08-31T16:48:04Z,2265,762,10838,0,1788194711
2026-08-31T16:53:04Z,2261,761,10972,0,1788195010
2026-08-31T16:58:04Z,2260,763,10839,0,1788195307
2026-08-31T17:03:05Z,2256,763,11089,0,1788195610
2026-08-31T17:08:04Z,2256,763,11074,0,1788195909
2026-08-31T17:13:04Z,2256,760,11055,0,1788196211
2026-08-31T17:18:05Z,2259,756,11314,0,1788196508
2026-08-31T17:23:05Z,2260,756,11314,0,1788196811
2026-08-31T17:28:05Z,2257,759,11319,0,1788197109
2026-08-31T17:33:04Z,2257,761,11331,0,1788197408
2026-08-31T17:38:05Z,2254,760,11334,0,1788197709
2026-08-31T17:43:05Z,2243,760,11621,0,1788198008
2026-08-31T17:48:05Z,2242,757,11621,0,1788198309
2026-08-31T17:53:05Z,2255,762,11339,0,1788198610
2026-08-31T17:58:05Z,2263,758,11290,0,1788198911
2026-08-31T18:03:05Z,2262,754,11075,0,1788199210
2026-08-31T18:08:05Z,2263,749,11249,0,1788199509
2026-08-31T18:13:05Z,2262,747,11249,0,1788199810
2026-08-31T18:18:05Z,2261,747,11249,0,1788200110
2026-08-31T18:23:05Z,2263,747,11249,0,1788200409
2026-08-31T18:28:05Z,2261,748,11074,0,1788200711
2026-08-31T18:33:05Z,2266,748,11245,0,1788201007
2026-08-31T18:38:05Z,2264,749,11075,0,1788201308
2026-08-31T18:43:05Z,2264,747,10844,0,1788201607
2026-08-31T18:48:05Z,2268,748,10845,0,1788201910
2026-08-31T18:53:05Z,2269,748,10844,0,1788202211
2026-08-31T18:58:05Z,2267,751,10832,0,1788202510
2026-08-31T19:03:05Z,2266,749,10832,0,1788202810
2026-08-31T19:08:05Z,2266,746,10832,0,1788203109
2026-08-31T19:13:05Z,2264,747,10907,0,1788203411
2026-08-31T19:18:05Z,2260,748,10841,0,1788203710
2026-08-31T19:23:05Z,2252,755,10831,0,1788204007
2026-08-31T19:28:05Z,2250,755,10831,0,1788204307
2026-08-31T19:33:05Z,2249,754,10831,0,1788204609
2026-08-31T19:38:05Z,2250,748,10831,0,1788204909
2026-08-31T19:43:05Z,2247,749,10736,0,1788205209
2026-08-31T19:48:05Z,2249,748,10736,0,1788205510
2026-08-31T19:53:05Z,2249,745,10735,0,1788205809
2026-08-31T19:58:05Z,2249,747,10676,0,1788206110
2026-08-31T20:03:05Z,2248,749,10626,0,1788206411
2026-08-31T20:08:05Z,2241,750,10655,0,1788206710
2026-08-31T20:13:05Z,2241,747,10622,0,1788207007
2026-08-31T20:18:05Z,2241,742,10622,0,1788207308
2026-08-31T20:23:05Z,2239,741,10622,0,1788207608
2026-08-31T20:28:05Z,2238,741,10563,0,1788207908
2026-08-31T20:33:05Z,2238,743,10562,0,1788208210
2026-08-31T20:38:05Z,2235,743,10549,0,1788208507
2026-08-31T20:43:05Z,2235,743,10330,0,1788208808
2026-08-31T20:48:05Z,2235,737,10330,0,1788209110
2026-08-31T20:53:05Z,2233,737,10342,0,1788209409
2026-08-31T20:58:05Z,2233,737,10342,0,1788209708
2026-08-31T21:03:05Z,2228,741,10347,0,1788210012
2026-08-31T21:08:05Z,2231,742,10342,0,1788210310
2026-08-31T21:13:05Z,2229,743,10345,0,1788210611
2026-08-31T21:18:05Z,2229,739,10346,0,1788210909
2026-08-31T21:23:05Z,2226,741,10360,0,1788211210
2026-08-31T21:28:05Z,2226,740,10351,0,1788211511
